"","Location","date","keyword","hits","ratio","year","month","day"
"848","US-PA","2018-09-01","School Bullying",19,1,2018,9,1
"849","US-PA","2019-01-01","School Bullying",28,1,2019,1,1
"850","US-PA","2019-03-01","School Bullying",35,1,2019,3,1
"851","US-PA","2019-07-01","School Bullying",9,1,2019,7,1
"852","US-PA","2019-09-01","School Bullying",29,1,2019,9,1
"853","US-PA","2020-01-01","School Bullying",18,1,2020,1,1
"854","US-PA","2020-03-01","School Bullying",29,1,2020,3,1
"855","US-PA","2020-07-01","School Bullying",20,1,2020,7,1
"856","US-PA","2020-09-01","School Bullying",16,1,2020,9,1
"857","US-PA","2021-01-01","School Bullying",18,1,2021,1,1
"858","US-PA","2021-03-01","School Bullying",24,1,2021,3,1
"859","US-RI","2016-01-01","School Bullying",38,1.50972573694615,2016,1,1
"860","US-RI","2016-03-01","School Bullying",48,1.50972573694615,2016,3,1
"861","US-RI","2016-07-01","School Bullying",13,1.50972573694615,2016,7,1
"862","US-RI","2016-09-01","School Bullying",24,1.50972573694615,2016,9,1
"863","US-RI","2017-01-01","School Bullying",20,1.50972573694615,2017,1,1
"864","US-RI","2017-03-01","School Bullying",47,1.50972573694615,2017,3,1
"865","US-RI","2017-07-01","School Bullying",11,1.50972573694615,2017,7,1
"866","US-RI","2017-09-01","School Bullying",0,1.50972573694615,2017,9,1
"867","US-RI","2018-01-01","School Bullying",31,1.50972573694615,2018,1,1
"868","US-RI","2018-03-01","School Bullying",40,1.50972573694615,2018,3,1
"869","US-RI","2018-07-01","School Bullying",11,1.50972573694615,2018,7,1
"870","US-RI","2018-09-01","School Bullying",11,1.50972573694615,2018,9,1
"871","US-RI","2019-01-01","School Bullying",30,1.50972573694615,2019,1,1
"872","US-RI","2019-03-01","School Bullying",60,1.50972573694615,2019,3,1
"873","US-RI","2019-07-01","School Bullying",11,1.50972573694615,2019,7,1
"874","US-RI","2019-09-01","School Bullying",19,1.50972573694615,2019,9,1
"875","US-RI","2020-01-01","School Bullying",0,1.50972573694615,2020,1,1
"876","US-RI","2020-03-01","School Bullying",49,1.50972573694615,2020,3,1
"877","US-RI","2020-07-01","School Bullying",8,1.50972573694615,2020,7,1
"878","US-RI","2020-09-01","School Bullying",8,1.50972573694615,2020,9,1
"879","US-RI","2021-01-01","School Bullying",0,1.50972573694615,2021,1,1
"880","US-RI","2021-03-01","School Bullying",12,1.50972573694615,2021,3,1
"881","US-SC","2016-01-01","School Bullying",22,1.37228128134224,2016,1,1
"882","US-SC","2016-03-01","School Bullying",14,1.37228128134224,2016,3,1
"883","US-SC","2016-07-01","School Bullying",7,1.37228128134224,2016,7,1
"884","US-SC","2016-09-01","School Bullying",31,1.37228128134224,2016,9,1
"885","US-SC","2017-01-01","School Bullying",9,1.37228128134224,2017,1,1
"886","US-SC","2017-03-01","School Bullying",47,1.37228128134224,2017,3,1
"887","US-SC","2017-07-01","School Bullying",20,1.37228128134224,2017,7,1
"888","US-SC","2017-09-01","School Bullying",24,1.37228128134224,2017,9,1
"889","US-SC","2018-01-01","School Bullying",23,1.37228128134224,2018,1,1
"890","US-SC","2018-03-01","School Bullying",37,1.37228128134224,2018,3,1
"891","US-SC","2018-07-01","School Bullying",6,1.37228128134224,2018,7,1
"892","US-SC","2018-09-01","School Bullying",9,1.37228128134224,2018,9,1
"893","US-SC","2019-01-01","School Bullying",20,1.37228128134224,2019,1,1
"894","US-SC","2019-03-01","School Bullying",34,1.37228128134224,2019,3,1
"895","US-SC","2019-07-01","School Bullying",9,1.37228128134224,2019,7,1
"896","US-SC","2019-09-01","School Bullying",46,1.37228128134224,2019,9,1
"897","US-SC","2020-01-01","School Bullying",25,1.37228128134224,2020,1,1
"898","US-SC","2020-03-01","School Bullying",28,1.37228128134224,2020,3,1
"899","US-SC","2020-07-01","School Bullying",12,1.37228128134224,2020,7,1
"900","US-SC","2020-09-01","School Bullying",19,1.37228128134224,2020,9,1
"901","US-SC","2021-01-01","School Bullying",23,1.37228128134224,2021,1,1
"902","US-SC","2021-03-01","School Bullying",23,1.37228128134224,2021,3,1
"903","US-SD","2016-01-01","School Bullying",39,2.06338342724575,2016,1,1
"904","US-SD","2016-03-01","School Bullying",15,2.06338342724575,2016,3,1
"905","US-SD","2016-07-01","School Bullying",0,2.06338342724575,2016,7,1
"906","US-SD","2016-09-01","School Bullying",44,2.06338342724575,2016,9,1
"907","US-SD","2017-01-01","School Bullying",40,2.06338342724575,2017,1,1
"908","US-SD","2017-03-01","School Bullying",25,2.06338342724575,2017,3,1
"909","US-SD","2017-07-01","School Bullying",0,2.06338342724575,2017,7,1
"910","US-SD","2017-09-01","School Bullying",14,2.06338342724575,2017,9,1
"911","US-SD","2018-01-01","School Bullying",12,2.06338342724575,2018,1,1
"912","US-SD","2018-03-01","School Bullying",61,2.06338342724575,2018,3,1
"913","US-SD","2018-07-01","School Bullying",14,2.06338342724575,2018,7,1
"914","US-SD","2018-09-01","School Bullying",13,2.06338342724575,2018,9,1
"915","US-SD","2019-01-01","School Bullying",0,2.06338342724575,2019,1,1
"916","US-SD","2019-03-01","School Bullying",0,2.06338342724575,2019,3,1
"917","US-SD","2019-07-01","School Bullying",0,2.06338342724575,2019,7,1
"918","US-SD","2019-09-01","School Bullying",12,2.06338342724575,2019,9,1
"919","US-SD","2020-01-01","School Bullying",11,2.06338342724575,2020,1,1
"920","US-SD","2020-03-01","School Bullying",10,2.06338342724575,2020,3,1
"921","US-SD","2020-07-01","School Bullying",33,2.06338342724575,2020,7,1
"922","US-SD","2020-09-01","School Bullying",31,2.06338342724575,2020,9,1
"923","US-SD","2021-01-01","School Bullying",0,2.06338342724575,2021,1,1
"924","US-SD","2021-03-01","School Bullying",13,2.06338342724575,2021,3,1
"925","US-TN","2016-01-01","School Bullying",15,1.42624209080709,2016,1,1
"926","US-TN","2016-03-01","School Bullying",21,1.42624209080709,2016,3,1
"927","US-TN","2016-07-01","School Bullying",12,1.42624209080709,2016,7,1
"928","US-TN","2016-09-01","School Bullying",27,1.42624209080709,2016,9,1
"929","US-TN","2017-01-01","School Bullying",20,1.42624209080709,2017,1,1
"930","US-TN","2017-03-01","School Bullying",19,1.42624209080709,2017,3,1
"931","US-TN","2017-07-01","School Bullying",34,1.42624209080709,2017,7,1
"932","US-TN","2017-09-01","School Bullying",20,1.42624209080709,2017,9,1
"933","US-TN","2018-01-01","School Bullying",25,1.42624209080709,2018,1,1
"934","US-TN","2018-03-01","School Bullying",21,1.42624209080709,2018,3,1
"935","US-TN","2018-07-01","School Bullying",16,1.42624209080709,2018,7,1
"936","US-TN","2018-09-01","School Bullying",12,1.42624209080709,2018,9,1
"937","US-TN","2019-01-01","School Bullying",26,1.42624209080709,2019,1,1
"938","US-TN","2019-03-01","School Bullying",21,1.42624209080709,2019,3,1
"939","US-TN","2019-07-01","School Bullying",6,1.42624209080709,2019,7,1
"940","US-TN","2019-09-01","School Bullying",46,1.42624209080709,2019,9,1
"941","US-TN","2020-01-01","School Bullying",8,1.42624209080709,2020,1,1
"942","US-TN","2020-03-01","School Bullying",19,1.42624209080709,2020,3,1
"943","US-TN","2020-07-01","School Bullying",11,1.42624209080709,2020,7,1
"944","US-TN","2020-09-01","School Bullying",8,1.42624209080709,2020,9,1
"945","US-TN","2021-01-01","School Bullying",13,1.42624209080709,2021,1,1
"946","US-TN","2021-03-01","School Bullying",17,1.42624209080709,2021,3,1
"947","US-TX","2016-01-01","School Bullying",33,1.15272862732404,2016,1,1
"948","US-TX","2016-03-01","School Bullying",24,1.15272862732404,2016,3,1
"949","US-TX","2016-07-01","School Bullying",14,1.15272862732404,2016,7,1
"950","US-TX","2016-09-01","School Bullying",35,1.15272862732404,2016,9,1
"951","US-TX","2017-01-01","School Bullying",26,1.15272862732404,2017,1,1
"952","US-TX","2017-03-01","School Bullying",32,1.15272862732404,2017,3,1
"953","US-TX","2017-07-01","School Bullying",11,1.15272862732404,2017,7,1
"954","US-TX","2017-09-01","School Bullying",24,1.15272862732404,2017,9,1
"955","US-TX","2018-01-01","School Bullying",28,1.15272862732404,2018,1,1
"956","US-TX","2018-03-01","School Bullying",36,1.15272862732404,2018,3,1
"957","US-TX","2018-07-01","School Bullying",12,1.15272862732404,2018,7,1
"958","US-TX","2018-09-01","School Bullying",28,1.15272862732404,2018,9,1
"959","US-TX","2019-01-01","School Bullying",27,1.15272862732404,2019,1,1
"960","US-TX","2019-03-01","School Bullying",26,1.15272862732404,2019,3,1
"961","US-TX","2019-07-01","School Bullying",20,1.15272862732404,2019,7,1
"962","US-TX","2019-09-01","School Bullying",39,1.15272862732404,2019,9,1
"963","US-TX","2020-01-01","School Bullying",24,1.15272862732404,2020,1,1
"964","US-TX","2020-03-01","School Bullying",30,1.15272862732404,2020,3,1
"965","US-TX","2020-07-01","School Bullying",10,1.15272862732404,2020,7,1
"966","US-TX","2020-09-01","School Bullying",21,1.15272862732404,2020,9,1
"967","US-TX","2021-01-01","School Bullying",19,1.15272862732404,2021,1,1
"968","US-TX","2021-03-01","School Bullying",29,1.15272862732404,2021,3,1
"969","US-UT","2016-01-01","School Bullying",35,1.1778697750366,2016,1,1
"970","US-UT","2016-03-01","School Bullying",39,1.1778697750366,2016,3,1
"971","US-UT","2016-07-01","School Bullying",25,1.1778697750366,2016,7,1
"972","US-UT","2016-09-01","School Bullying",47,1.1778697750366,2016,9,1
"973","US-UT","2017-01-01","School Bullying",10,1.1778697750366,2017,1,1
"974","US-UT","2017-03-01","School Bullying",25,1.1778697750366,2017,3,1
"975","US-UT","2017-07-01","School Bullying",6,1.1778697750366,2017,7,1
"976","US-UT","2017-09-01","School Bullying",48,1.1778697750366,2017,9,1
"977","US-UT","2018-01-01","School Bullying",14,1.1778697750366,2018,1,1
"978","US-UT","2018-03-01","School Bullying",53,1.1778697750366,2018,3,1
"979","US-UT","2018-07-01","School Bullying",5,1.1778697750366,2018,7,1
"980","US-UT","2018-09-01","School Bullying",30,1.1778697750366,2018,9,1
"981","US-UT","2019-01-01","School Bullying",28,1.1778697750366,2019,1,1
"982","US-UT","2019-03-01","School Bullying",43,1.1778697750366,2019,3,1
"983","US-UT","2019-07-01","School Bullying",10,1.1778697750366,2019,7,1
"984","US-UT","2019-09-01","School Bullying",14,1.1778697750366,2019,9,1
"985","US-UT","2020-01-01","School Bullying",8,1.1778697750366,2020,1,1
"986","US-UT","2020-03-01","School Bullying",11,1.1778697750366,2020,3,1
"987","US-UT","2020-07-01","School Bullying",8,1.1778697750366,2020,7,1
"988","US-UT","2020-09-01","School Bullying",20,1.1778697750366,2020,9,1
"989","US-UT","2021-01-01","School Bullying",4,1.1778697750366,2021,1,1
"990","US-UT","2021-03-01","School Bullying",20,1.1778697750366,2021,3,1
"991","US-VA","2016-01-01","School Bullying",20,1.17543502647061,2016,1,1
"992","US-VA","2016-03-01","School Bullying",23,1.17543502647061,2016,3,1
"993","US-VA","2016-07-01","School Bullying",16,1.17543502647061,2016,7,1
"994","US-VA","2016-09-01","School Bullying",25,1.17543502647061,2016,9,1
"995","US-VA","2017-01-01","School Bullying",24,1.17543502647061,2017,1,1
"996","US-VA","2017-03-01","School Bullying",36,1.17543502647061,2017,3,1
"997","US-VA","2017-07-01","School Bullying",11,1.17543502647061,2017,7,1
"998","US-VA","2017-09-01","School Bullying",15,1.17543502647061,2017,9,1
"999","US-VA","2018-01-01","School Bullying",29,1.17543502647061,2018,1,1
"1000","US-VA","2018-03-01","School Bullying",41,1.17543502647061,2018,3,1
"1001","US-VA","2018-07-01","School Bullying",13,1.17543502647061,2018,7,1
"1002","US-VA","2018-09-01","School Bullying",20,1.17543502647061,2018,9,1
"1003","US-VA","2019-01-01","School Bullying",29,1.17543502647061,2019,1,1
"1004","US-VA","2019-03-01","School Bullying",37,1.17543502647061,2019,3,1
"1005","US-VA","2019-07-01","School Bullying",10,1.17543502647061,2019,7,1
"1006","US-VA","2019-09-01","School Bullying",42,1.17543502647061,2019,9,1
"1007","US-VA","2020-01-01","School Bullying",23,1.17543502647061,2020,1,1
"1008","US-VA","2020-03-01","School Bullying",24,1.17543502647061,2020,3,1
"1009","US-VA","2020-07-01","School Bullying",14,1.17543502647061,2020,7,1
"1010","US-VA","2020-09-01","School Bullying",23,1.17543502647061,2020,9,1
"1011","US-VA","2021-01-01","School Bullying",14,1.17543502647061,2021,1,1
"1012","US-VA","2021-03-01","School Bullying",26,1.17543502647061,2021,3,1
"1013","US-VT","2016-01-01","School Bullying",0,1.27325507437771,2016,1,1
"1014","US-VT","2016-03-01","School Bullying",75,1.27325507437771,2016,3,1
"1015","US-VT","2016-07-01","School Bullying",0,1.27325507437771,2016,7,1
"1016","US-VT","2016-09-01","School Bullying",0,1.27325507437771,2016,9,1
"1017","US-VT","2017-01-01","School Bullying",48,1.27325507437771,2017,1,1
"1018","US-VT","2017-03-01","School Bullying",23,1.27325507437771,2017,3,1
"1019","US-VT","2017-07-01","School Bullying",0,1.27325507437771,2017,7,1
"1020","US-VT","2017-09-01","School Bullying",0,1.27325507437771,2017,9,1
"1021","US-VT","2018-01-01","School Bullying",43,1.27325507437771,2018,1,1
"1022","US-VT","2018-03-01","School Bullying",44,1.27325507437771,2018,3,1
"1023","US-VT","2018-07-01","School Bullying",0,1.27325507437771,2018,7,1
"1024","US-VT","2018-09-01","School Bullying",0,1.27325507437771,2018,9,1
"1025","US-VT","2019-01-01","School Bullying",0,1.27325507437771,2019,1,1
"1026","US-VT","2019-03-01","School Bullying",0,1.27325507437771,2019,3,1
"1027","US-VT","2019-07-01","School Bullying",100,1.27325507437771,2019,7,1
"1028","US-VT","2019-09-01","School Bullying",92,1.27325507437771,2019,9,1
"1029","US-VT","2020-01-01","School Bullying",0,1.27325507437771,2020,1,1
"1030","US-VT","2020-03-01","School Bullying",38,1.27325507437771,2020,3,1
"1031","US-VT","2020-07-01","School Bullying",0,1.27325507437771,2020,7,1
"1032","US-VT","2020-09-01","School Bullying",0,1.27325507437771,2020,9,1
"1033","US-VT","2021-01-01","School Bullying",0,1.27325507437771,2021,1,1
"1034","US-VT","2021-03-01","School Bullying",0,1.27325507437771,2021,3,1
"1035","US-WA","2016-01-01","School Bullying",32,1.02528296031861,2016,1,1
"1036","US-WA","2016-03-01","School Bullying",38,1.02528296031861,2016,3,1
"1037","US-WA","2016-07-01","School Bullying",16,1.02528296031861,2016,7,1
"1038","US-WA","2016-09-01","School Bullying",26,1.02528296031861,2016,9,1
"1039","US-WA","2017-01-01","School Bullying",13,1.02528296031861,2017,1,1
"1040","US-WA","2017-03-01","School Bullying",32,1.02528296031861,2017,3,1
"1041","US-WA","2017-07-01","School Bullying",27,1.02528296031861,2017,7,1
"1042","US-WA","2017-09-01","School Bullying",25,1.02528296031861,2017,9,1
"1043","US-WA","2018-01-01","School Bullying",21,1.02528296031861,2018,1,1
"1044","US-WA","2018-03-01","School Bullying",44,1.02528296031861,2018,3,1
"1045","US-WA","2018-07-01","School Bullying",9,1.02528296031861,2018,7,1
"1046","US-WA","2018-09-01","School Bullying",16,1.02528296031861,2018,9,1
"1047","US-WA","2019-01-01","School Bullying",29,1.02528296031861,2019,1,1
"1048","US-WA","2019-03-01","School Bullying",33,1.02528296031861,2019,3,1
"1049","US-WA","2019-07-01","School Bullying",8,1.02528296031861,2019,7,1
"1050","US-WA","2019-09-01","School Bullying",35,1.02528296031861,2019,9,1
"1051","US-WA","2020-01-01","School Bullying",25,1.02528296031861,2020,1,1
"1052","US-WA","2020-03-01","School Bullying",21,1.02528296031861,2020,3,1
"1053","US-WA","2020-07-01","School Bullying",11,1.02528296031861,2020,7,1
"1054","US-WA","2020-09-01","School Bullying",24,1.02528296031861,2020,9,1
"1055","US-WA","2021-01-01","School Bullying",2,1.02528296031861,2021,1,1
"1056","US-WA","2021-03-01","School Bullying",19,1.02528296031861,2021,3,1
"1057","US-WI","2016-01-01","School Bullying",10,1.09210642723884,2016,1,1
"1058","US-WI","2016-03-01","School Bullying",51,1.09210642723884,2016,3,1
"1059","US-WI","2016-07-01","School Bullying",19,1.09210642723884,2016,7,1
"1060","US-WI","2016-09-01","School Bullying",25,1.09210642723884,2016,9,1
"1061","US-WI","2017-01-01","School Bullying",29,1.09210642723884,2017,1,1
"1062","US-WI","2017-03-01","School Bullying",66,1.09210642723884,2017,3,1
"1063","US-WI","2017-07-01","School Bullying",18,1.09210642723884,2017,7,1
"1064","US-WI","2017-09-01","School Bullying",29,1.09210642723884,2017,9,1
"1065","US-WI","2018-01-01","School Bullying",40,1.09210642723884,2018,1,1
"1066","US-WI","2018-03-01","School Bullying",49,1.09210642723884,2018,3,1
"1067","US-WI","2018-07-01","School Bullying",12,1.09210642723884,2018,7,1
"1068","US-WI","2018-09-01","School Bullying",17,1.09210642723884,2018,9,1
"1069","US-WI","2019-01-01","School Bullying",42,1.09210642723884,2019,1,1
"1070","US-WI","2019-03-01","School Bullying",34,1.09210642723884,2019,3,1
"1071","US-WI","2019-07-01","School Bullying",15,1.09210642723884,2019,7,1
"1072","US-WI","2019-09-01","School Bullying",27,1.09210642723884,2019,9,1
"1073","US-WI","2020-01-01","School Bullying",18,1.09210642723884,2020,1,1
"1074","US-WI","2020-03-01","School Bullying",18,1.09210642723884,2020,3,1
"1075","US-WI","2020-07-01","School Bullying",15,1.09210642723884,2020,7,1
"1076","US-WI","2020-09-01","School Bullying",19,1.09210642723884,2020,9,1
"1077","US-WI","2021-01-01","School Bullying",16,1.09210642723884,2021,1,1
"1078","US-WI","2021-03-01","School Bullying",19,1.09210642723884,2021,3,1
"1079","US-WV","2016-01-01","School Bullying",5,3.16694142688725,2016,1,1
"1080","US-WV","2016-03-01","School Bullying",10,3.16694142688725,2016,3,1
"1081","US-WV","2016-07-01","School Bullying",6,3.16694142688725,2016,7,1
"1082","US-WV","2016-09-01","School Bullying",0,3.16694142688725,2016,9,1
"1083","US-WV","2017-01-01","School Bullying",14,3.16694142688725,2017,1,1
"1084","US-WV","2017-03-01","School Bullying",13,3.16694142688725,2017,3,1
"1085","US-WV","2017-07-01","School Bullying",16,3.16694142688725,2017,7,1
"1086","US-WV","2017-09-01","School Bullying",19,3.16694142688725,2017,9,1
"1087","US-WV","2018-01-01","School Bullying",17,3.16694142688725,2018,1,1
"1088","US-WV","2018-03-01","School Bullying",17,3.16694142688725,2018,3,1
"1089","US-WV","2018-07-01","School Bullying",0,3.16694142688725,2018,7,1
"1090","US-WV","2018-09-01","School Bullying",18,3.16694142688725,2018,9,1
"1091","US-WV","2019-01-01","School Bullying",13,3.16694142688725,2019,1,1
"1092","US-WV","2019-03-01","School Bullying",13,3.16694142688725,2019,3,1
"1093","US-WV","2019-07-01","School Bullying",14,3.16694142688725,2019,7,1
"1094","US-WV","2019-09-01","School Bullying",9,3.16694142688725,2019,9,1
"1095","US-WV","2020-01-01","School Bullying",7,3.16694142688725,2020,1,1
"1096","US-WV","2020-03-01","School Bullying",18,3.16694142688725,2020,3,1
"1097","US-WV","2020-07-01","School Bullying",4,3.16694142688725,2020,7,1
"1098","US-WV","2020-09-01","School Bullying",11,3.16694142688725,2020,9,1
"1099","US-WV","2021-01-01","School Bullying",4,3.16694142688725,2021,1,1
"1100","US-WV","2021-03-01","School Bullying",8,3.16694142688725,2021,3,1
"1101","US-WY","2016-01-01","School Bullying",0,2.05008925014443,2016,1,1
"1102","US-WY","2016-03-01","School Bullying",45,2.05008925014443,2016,3,1
"1103","US-WY","2016-07-01","School Bullying",0,2.05008925014443,2016,7,1
"1104","US-WY","2016-09-01","School Bullying",0,2.05008925014443,2016,9,1
"1105","US-WY","2017-01-01","School Bullying",21,2.05008925014443,2017,1,1
"1106","US-WY","2017-03-01","School Bullying",0,2.05008925014443,2017,3,1
"1107","US-WY","2017-07-01","School Bullying",20,2.05008925014443,2017,7,1
"1108","US-WY","2017-09-01","School Bullying",0,2.05008925014443,2017,9,1
"1109","US-WY","2018-01-01","School Bullying",19,2.05008925014443,2018,1,1
"1110","US-WY","2018-03-01","School Bullying",38,2.05008925014443,2018,3,1
"1111","US-WY","2018-07-01","School Bullying",0,2.05008925014443,2018,7,1
"1112","US-WY","2018-09-01","School Bullying",0,2.05008925014443,2018,9,1
"1113","US-WY","2019-01-01","School Bullying",19,2.05008925014443,2019,1,1
"1114","US-WY","2019-03-01","School Bullying",19,2.05008925014443,2019,3,1
"1115","US-WY","2019-07-01","School Bullying",0,2.05008925014443,2019,7,1
"1116","US-WY","2019-09-01","School Bullying",18,2.05008925014443,2019,9,1
"1117","US-WY","2020-01-01","School Bullying",17,2.05008925014443,2020,1,1
"1118","US-WY","2020-03-01","School Bullying",0,2.05008925014443,2020,3,1
"1119","US-WY","2020-07-01","School Bullying",0,2.05008925014443,2020,7,1
"1120","US-WY","2020-09-01","School Bullying",0,2.05008925014443,2020,9,1
"1121","US-WY","2021-01-01","School Bullying",0,2.05008925014443,2021,1,1
"1122","US-WY","2021-03-01","School Bullying",0,2.05008925014443,2021,3,1
